@relation packet
@attribute duration real
@attribute protocol_type {udp, tcp, icmp} 
@attribute service {private,domain_u,http,HTTP,smtp,ftp_data,ftp,eco_i, other,auth,ecr_i,IRC,XLL,X11,Xll,finger,time,domain,telnet,pop_3,ldap, login, name, ntp_u, http_443, sunrpc, printer, systat, tim_i, netstat, remote_job, link, urp_i, sql_net, bgp, pop_2, tftp_u, uucp, imap4, pm_dump, nnsp, courier, daytime, iso_tsap, echo,discard, ssh, whois, mtp, gopher, rje, ctf, supdup, hostnames, csnet_ns, uucp_path, nntp, netbios_ns, netbios_dgm, netbios_ssn, vmnet, Z39_50, exec, shell, efs, klogin, kshell, icmp}
@attribute flag {SF, RSTR, S1, REJ, S3, RSTO, S0, S2, RSTOS0,SH, OTH}
@attribute src_bytes real
@attribute dst_bytes real
@attribute land {0, 1}
@attribute urgent real
@attribute logged_in {0, 1}
@attribute is_host_login  {0, 1}
@attribute is_guest_login{0, 1}
@attribute count real
@attribute Intrutor {normal,probe,DOS,U2R,R2L}

@data
0,tcp,efs,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,120,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,121,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,128,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,129,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,131,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,132,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,133,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,134,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,135,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,117,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,120,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,121,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,128,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,129,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,129,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,131,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,132,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,133,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,134,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,135,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,136,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,137,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,138,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,139,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,140,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,141,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,142,DOS
0,tcp,efs,S0,0,0,0,0,0,0,0,143,DOS
0,tcp,exec,SH,0,0,0,0,0,0,0,1,probe
0,tcp,exec,S0,0,0,0,0,0,0,0,94,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,95,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,96,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,97,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,98,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,99,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,58,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,59,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,60,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,61,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,62,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,63,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,79,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,95,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,97,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,98,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,99,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,100,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,83,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,84,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,85,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,88,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,89,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,90,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,91,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,92,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,93,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,94,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,95,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,96,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,97,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,98,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,99,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,100,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,117,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,120,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,121,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,138,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,139,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,140,DOS
0,tcp,exec,S0,0,0,0,0,0,0,0,141,DOS
0,tcp,finger,SF,7,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,276,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,173,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,11,143,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,138,0,0,0,0,0,2,normal
0,tcp,finger,SF,7,277,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,136,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,11,145,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,136,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,136,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,288,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,278,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,288,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,288,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,425,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,358,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,144,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,144,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,452,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,368,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,224,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,452,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,221,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,371,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,449,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,147,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,147,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,147,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,225,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,359,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,225,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,223,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,223,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,228,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,222,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,219,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,0,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,0,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,5,217,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,134,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,137,0,0,0,0,0,1,normal
0,tcp,finger,SF,5,134,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,142,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,141,0,0,0,0,0,1,normal
0,tcp,finger,SF,12,368,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,279,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,282,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,500,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,271,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,275,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,272,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,5,135,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,142,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,139,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,282,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,10,140,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,173,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,223,0,0,0,0,0,1,normal
0,tcp,finger,SF,6,138,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,366,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,225,0,0,0,0,0,1,normal
1,tcp,finger,SF,10,285,0,0,0,0,0,2,normal
0,tcp,finger,SF,10,175,0,0,0,0,0,1,normal
0,tcp,finger,SF,8,282,0,0,0,0,0,1,normal
0,tcp,finger,SF,9,174,0,0,0,0,0,1,normal
0,tcp,finger,SF,7,363,0,0,0,0,0,1,normal
20,tcp,ftp,SF,224,766,0,0,1,0,1,1,normal
27,tcp,ftp,SF,862,2586,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1464,4152,0,0,1,0,1,1,normal
26,tcp,ftp,SF,1074,3081,0,0,1,0,1,1,normal
27,tcp,ftp,SF,916,2720,0,0,1,0,1,2,normal
27,tcp,ftp,SF,956,2720,0,0,1,0,1,1,normal
23,tcp,ftp,SF,278,903,0,0,1,0,1,1,normal
28,tcp,ftp,SF,855,2586,0,0,1,0,1,1,normal
27,tcp,ftp,SF,873,2586,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1487,4152,0,0,1,0,1,1,normal
27,tcp,ftp,SF,891,2720,0,0,1,0,1,1,normal
22,tcp,ftp,SF,283,903,0,0,1,0,1,1,normal
24,tcp,ftp,SF,272,903,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1157,3380,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1072,3081,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1065,3081,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1471,4152,0,0,1,0,1,1,normal
25,tcp,ftp,SF,336,1063,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1038,3081,0,0,1,0,1,1,normal
27,tcp,ftp,SF,705,2077,0,0,1,0,1,1,normal
21,tcp,ftp,SF,247,774,0,0,1,0,1,1,normal
24,tcp,ftp,SF,332,1063,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1066,3081,0,0,1,0,1,1,normal
20,tcp,ftp,SF,226,767,0,0,1,0,1,1,normal
27,tcp,ftp,SF,886,2586,0,0,1,0,1,1,normal
27,tcp,ftp,SF,886,2586,0,0,1,0,1,1,normal
27,tcp,ftp,SF,706,2077,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1492,4152,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1458,4152,0,0,1,0,1,1,normal
25,tcp,ftp,SF,326,1063,0,0,1,0,1,1,normal
26,tcp,ftp,SF,854,2586,0,0,1,0,1,1,normal
22,tcp,ftp,SF,277,903,0,0,1,0,1,1,normal
25,tcp,ftp,SF,336,1063,0,0,1,0,1,1,normal
20,tcp,ftp,SF,239,774,0,0,1,0,1,1,normal
26,tcp,ftp,SF,703,2077,0,0,1,0,1,1,normal
20,tcp,ftp,SF,230,767,0,0,1,0,1,1,normal
23,tcp,ftp,SF,280,903,0,0,1,0,1,1,normal
26,tcp,ftp,SF,924,2720,0,0,1,0,1,1,normal
20,tcp,ftp,SF,236,774,0,0,1,0,1,1,normal
23,tcp,ftp,SF,342,1072,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1233,3380,0,0,1,0,1,1,normal
20,tcp,ftp,SF,220,769,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1488,4152,0,0,1,0,1,1,normal
20,tcp,ftp,SF,234,772,0,0,1,0,1,1,normal
20,tcp,ftp,SF,223,767,0,0,1,0,1,1,normal
26,tcp,ftp,SF,1195,3380,0,0,1,0,1,1,normal
20,tcp,ftp,SF,247,779,0,0,1,0,1,1,normal
27,tcp,ftp,SF,686,2077,0,0,1,0,1,1,normal
21,tcp,ftp,SF,236,774,0,0,1,0,1,1,normal
21,tcp,ftp,SF,227,766,0,0,1,0,1,1,normal
23,tcp,ftp,SF,282,903,0,0,1,0,1,1,normal
22,tcp,ftp,SF,321,1054,0,0,1,0,1,1,normal
22,tcp,ftp,SF,340,1072,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1505,4152,0,0,1,0,1,1,normal
20,tcp,ftp,SF,243,779,0,0,1,0,1,1,normal
30,tcp,ftp,SF,831,2579,0,0,1,0,1,1,normal
27,tcp,ftp,SF,889,2720,0,0,1,0,1,1,normal
20,tcp,ftp,SF,247,774,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1506,4152,0,0,1,0,1,2,normal
21,tcp,ftp,SF,247,774,0,0,1,0,1,1,normal
21,tcp,ftp,SF,238,774,0,0,1,0,1,1,normal
20,tcp,ftp,SF,238,772,0,0,1,0,1,1,normal
20,tcp,ftp,SF,244,773,0,0,1,0,1,1,normal
27,tcp,ftp,SF,679,2077,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1476,4152,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1459,4152,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1486,4152,0,0,1,0,1,1,normal
27,tcp,ftp,SF,695,2077,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1494,4152,0,0,1,0,1,2,normal
23,tcp,ftp,SF,286,903,0,0,1,0,1,1,normal
25,tcp,ftp,SF,339,1063,0,0,1,0,1,1,normal
21,tcp,ftp,SF,244,776,0,0,1,0,1,1,normal
22,tcp,ftp,SF,345,1069,0,0,1,0,1,1,normal
20,tcp,ftp,SF,250,774,0,0,1,0,1,1,normal
26,tcp,ftp,SF,349,1063,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1510,4152,0,0,1,0,1,1,normal
21,tcp,ftp,SF,242,773,0,0,1,0,1,1,normal
28,tcp,ftp,SF,695,2077,0,0,1,0,1,1,normal
28,tcp,ftp,SF,884,2586,0,0,1,0,1,1,normal
26,tcp,ftp,SF,704,2077,0,0,1,0,1,1,normal
27,tcp,ftp,SF,888,2586,0,0,1,0,1,1,normal
28,tcp,ftp,SF,887,2579,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1185,3380,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1213,3380,0,0,1,0,1,1,normal
20,tcp,ftp,SF,245,773,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1026,3081,0,0,1,0,1,1,normal
26,tcp,ftp,SF,926,2720,0,0,1,0,1,1,normal
22,tcp,ftp,SF,324,1054,0,0,1,0,1,1,normal
29,tcp,ftp,SF,660,2070,0,0,1,0,1,1,normal
27,tcp,ftp,SF,893,2586,0,0,1,0,1,1,normal
31,tcp,ftp,SF,1000,3074,0,0,1,0,1,1,normal
23,tcp,ftp,SF,329,1054,0,0,1,0,1,1,normal
21,tcp,ftp,SF,231,768,0,0,1,0,1,1,normal
27,tcp,ftp,SF,1073,3081,0,0,1,0,1,1,normal
21,tcp,ftp,SF,232,766,0,0,1,0,1,1,normal
23,tcp,ftp,SF,348,1069,0,0,1,0,1,1,normal
21,tcp,ftp,SF,252,773,0,0,1,0,1,1,normal
28,tcp,ftp,SF,1500,4152,0,0,1,0,1,1,normal
20,tcp,ftp,SF,248,774,0,0,1,0,1,1,normal
26,tcp,ftp,SF,723,2077,0,0,1,0,1,1,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,383,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,192,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,641,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,884,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,151,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,854,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,12286,0,0,0,1,0,0,3,normal
0,tcp,ftp_data,SF,1699,0,0,0,1,0,0,4,normal
0,tcp,ftp_data,SF,1830,0,0,0,1,0,0,5,normal
0,tcp,ftp_data,SF,15722,0,0,0,1,0,0,6,normal
0,tcp,ftp_data,SF,9198,0,0,0,1,0,0,7,normal
0,tcp,ftp_data,SF,61298,0,0,0,1,0,0,8,normal
0,tcp,ftp_data,SF,7940,0,0,0,1,0,0,9,normal
0,tcp,ftp_data,SF,10272,0,0,0,1,0,0,10,normal
0,tcp,ftp_data,SF,16787,0,0,0,1,0,0,11,normal
0,tcp,ftp_data,SF,59,0,0,0,1,0,0,12,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,383,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,192,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,641,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,1153,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,16115,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,8737,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,7233,0,0,0,1,0,0,3,normal
0,tcp,ftp_data,SF,768,0,0,0,1,0,0,4,normal
0,tcp,ftp_data,SF,3676,0,0,0,1,0,0,5,normal
0,tcp,ftp_data,SF,9311,0,0,0,1,0,0,6,normal
0,tcp,ftp_data,SF,2191,0,0,0,1,0,0,7,normal
0,tcp,ftp_data,SF,1342,0,0,0,1,0,0,8,normal
0,tcp,ftp_data,SF,14189,0,0,0,1,0,0,9,normal
0,tcp,ftp_data,SF,1199,0,0,0,1,0,0,10,normal
0,tcp,ftp_data,SF,201,0,0,0,1,0,0,11,normal
0,tcp,ftp_data,SF,5929,0,0,0,1,0,0,12,normal
0,tcp,ftp_data,SF,8173,0,0,0,1,0,0,13,normal
0,tcp,ftp_data,SF,2056,0,0,0,1,0,0,14,normal
0,tcp,ftp_data,SF,59,0,0,0,1,0,0,15,normal
0,tcp,ftp_data,SF,7012,0,0,0,1,0,0,16,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,1010,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,383,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,212,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,29,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,175337,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,5092,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,383,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,212,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,29,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,175337,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,495,0,0,0,1,0,0,1,normal
0,tcp,ftp_data,SF,245,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,383,0,0,0,1,0,0,2,normal
0,tcp,ftp_data,SF,194,0,0,0,1,0,0,2,normal
